
















2017-08-29 23:17:18,"breast, cancer",28846324,Spiradenoma.,International journal of surgery case reports,"Miceli A, Ferrer-Bruker SJ.",2017,"[<abstracttext>Spiradenomas are well-differentiated, benign, dermal neoplasms originating from the sweat glands. Most spiradenomas occur between the ages of 15 to 35 years. Typically, they present as small solitary nodules that can grow to several centimeters, often with a blue, gray, or purple hue. They are strikingly painful. Spiradenomas usually arise on the head, neck, and trunk; however, cases in other areas such as the breast have occurred. Spiradenomas with varying morphology like multiple linear, zosteriform, blaschkoid, and nevoid spiradenomas have also been reported. Spiradenomas can occur concomitantly with cylindromas, trichoepitheliomas, and/or trichoblastomas. In patients with Brooke-Spiegler, multiple spiradenomas, cylindromas, and trichoepitheliomas can be seen.</abstracttext>]","['/books/NBK448150/""><img src=""/corehtml/pmc/pmcgifs/bookshelf/thumbs/th-statpearls.png"" alt=""Click here to read"" /></a></div><div class=""v_align_center""><a class=""book_title_link""']" 
2017-09-03 16:09:03,"liver,cancer",28808491,Distribution patterns of the metastases of the lung carcinoma in relation to histological type of the primary tumor: An autopsy study.,Annals of thoracic medicine,"Milovanovic IS, Stjepanovic M, Mitrovic D.",2017,"[<abstracttext label=""INTRODUCTION"" nlmcategory=""BACKGROUND"">Lung cancer is among leading causes of death worldwide. Different histological types of the lung carcinoma show significant differences in behavior.</abstracttext>, <abstracttext label=""OBJECTIVES"" nlmcategory=""OBJECTIVE"">The aim of this study is to determine the distribution patterns of metastases of different lung cancer histological types in autopsied individuals.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">Protocols from all autopsies performed at the Institute of Pathology from 2008 till 2014 were reviewed retrospectively, and information on individuals' age, sex, histological type of primary lung cancer, presence and location of metastases, and causes of death were recorded.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">More than 90% of the individuals with lung cancer metastases were older than 50 years (mean age: 64.5 ± 10.3), with two-fold male predominance. The most frequent histological type in both sexes was adenocarcinoma (48%). Although, in general, hematogenous metastases were mostly found in the liver and adrenal glands, various histological types of lung cancer show specific dissemination patterns. Metastases in adrenal glands derived mostly from adenocarcinoma and large-cell carcinoma. Metastases in the intestines most frequently originated from large-cell carcinoma (<i>P</i> = 0.01). Metastatic complications and bronchopneumonia were the most frequent causes of death.</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">While, overall, the most frequent hematogenous metastases occur in the liver and adrenal glands, various histological types of lung cancer show specific dissemination patterns. Knowing distribution of metastases is essential for making algorithms of treatment, as well as for improving clinical assessment of the patients with unclear clinical findings and suspicion on occult primary lung cancer.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Autopsy; distribution; histological type; lung cancer; metastases</p></div>]",[],['https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/28808491/']
2017-09-03 16:09:08,"liver,cancer",28808418,Emerging roles of SIRT1 in fatty liver diseases.,International journal of biological sciences,"Ding RB, Bao J, Deng CX.",2017,"[<abstracttext>Fatty liver diseases, which are commonly associated with high-fat/calorie diet, heavy alcohol consumption and/or other metabolic disorder causes, lead to serious medical concerns worldwide in recent years. It has been demonstrated that metabolic homeostasis disruption is most likely to be responsible for this global epidemic. Sirtuins are a group of conserved nicotinamide adenine dinucleotide (NAD<sup>+</sup>) dependent histone and/or protein deacetylases belonging to the silent information regulator 2 (Sir2) family. Among seven mammalian sirtuins, sirtuin 1 (SIRT 1) is the most extensively studied one and is involved in both alcoholic and nonalcoholic fatty liver diseases. SIRT1 plays beneficial roles in regulating hepatic lipid metabolism, controlling hepatic oxidative stress and mediating hepatic inflammation through deacetylating some transcriptional regulators against the progression of fatty liver diseases. Here we summarize the latest advances of the biological roles of SIRT1 in regulating lipid metabolism, oxidative stress and inflammation in the liver, and discuss the potential of SIRT1 as a therapeutic target for treating alcoholic and nonalcoholic fatty liver diseases.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>fatty acid β-oxidation; fatty liver diseases; inflammation.; lipogenesis; oxidative stress</p></div>]",[],"['http://www.ijbs.com/v13p0852.htm', 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/28808418/']"
2017-09-03 16:09:12,"liver,cancer",28808340,Krüppel-like factor 6 is a transcriptional activator of autophagy in acute liver injury.,Scientific reports,"Sydor S, Manka P, Best J, Jafoui S, Sowa JP, Zoubek ME, Hernandez-Gea V, Cubero FJ, Kälsch J, Vetter D, Fiel MI, Hoshida Y, Bian CB, Nelson LJ, Moshage H, Faber KN, Paul A, Baba HA, Gerken G, Friedman SL, Canbay A, Bechmann LP.",2017,"[<abstracttext>Krüppel-like factor 6 (KLF6) is a transcription factor and tumor suppressor. We previously identified KLF6 as mediator of hepatocyte glucose and lipid homeostasis. The loss or reduction of KLF6 is linked to the progression of hepatocellular carcinoma, but its contribution to liver regeneration and repair in acute liver injury are lacking so far. Here we explore the role of KLF6 in acute liver injury models in mice, and in patients with acute liver failure (ALF). KLF6 was induced in hepatocytes in ALF, and in both acetaminophen (APAP)- and carbon tetrachloride (CCl<sub>4</sub>)-treated mice. In mice with hepatocyte-specific Klf6 knockout (DeltaKlf6), cell proliferation following partial hepatectomy (PHx) was increased compared to controls. Interestingly, key autophagic markers and mediators LC3-II, Atg7 and Beclin1 were reduced in DeltaKlf6 mice livers. Using luciferase assay and ChIP, KLF6 was established as a direct transcriptional activator of ATG7 and BECLIN1, but was dependent on the presence of p53. Here we show, that KLF6 expression is induced in ALF and in the regenerating liver, where it activates autophagy by transcriptional induction of ATG7 and BECLIN1 in a p53-dependent manner. These findings couple the activity of an important growth inhibitor in liver to the induction of autophagy in hepatocytes.</abstracttext>]",[],[],"['http://dx.doi.org/10.1038/s41598-017-08680-w', 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/28808340/']"
2017-09-03 16:09:16,"liver,cancer",28808225,Congestive Preconditioning by Portal Venous Clamping: A Novel Preventive Concept for Small Intestinal Congestive Re-Outflow Injury.,Annals of transplantation,"Hayashi H, Takamura H, Gabata R, Ohbatake Y, Nakanuma S, Miyashita T, Tajima H, Ninomiya I, Fushida S, Ohta T.",2017,"[<abstracttext>BACKGROUND Congestion of the small intestine, which induces mucosal damage via apoptosis, is a common pathophysiological change in hepato-biliary-pancreatic surgery, including liver transplantation. Small intestinal mucosal damage can trigger postoperative complications via various pathways. Therefore, we investigated the efficacy of intermittent portal venous clamping, which we named congestive preconditioning (CPC), for decreasing congestive re-outflow injury (CRoI) of the small intestine. MATERIAL AND METHODS Small intestinal CRoI was induced in rats by clamping the portal vein (PV) for 30 min, followed by re-outflow. The CPC group underwent 3 episodes of 5 min PV clamping and 5 min re-outflow before CRoI. The Control group underwent CRoI after 30 min simple laparotomy without any preconditioning. Survival and histological changes in the small intestine after CRoI were analyzed. The histological changes were compared CPC group to Control group using a scoring system that expressed histopathological severity. Also, small intestinal apoptosis and expression of apoptosis-related genes were analyzed by immunohistochemistry. RESULTS The survival rate of the CPC group was significantly higher than Control group. Histological scoring of small intestinal damage was significantly lower in the CPC group after 6 h of CRoI. Expression of anti-apoptotic gene, Bcl-xL was significantly increased, but pro-apoptotic gene caspase-3 and apoptotic cells did not differ significantly between the CPC group and Control group. CONCLUSIONS Induction of CPC for small intestinal CRoI was effective, which suggests that an anti-apoptotic pathway is involved in the beneficial mechanism.</abstracttext>]",[],[],[]
2017-09-03 16:09:20,"liver,cancer",28808210,Acute-on-chronic liver failure: recent update.,Journal of biomedical research,"Alam A, Chun Suen K, Ma D.",2017,"[<abstracttext>Acute on chronic liver failure (ACLF) was first described in 1995 as a clinical syndrome distinct to classic acute decompensation. Characterized by complications of decompensation, ACLF occurs on a background of chronic liver dysfunction and is associated with high rates of organ failure and significant short-term mortality estimated between 45% and 90%. Despite the clinical relevance of the condition, it still remains largely undefined with continued disagreement regarding its precise etiological factors, clinical course, prognostic criteria and management pathways. It is concerning that, despite our relative lack of understanding of the condition, the burden of ACLF among cirrhotic patients remains significant with an estimated prevalence of 30.9%. This paper highlights our current understanding of ACLF, including its etiology, diagnostic and prognostic criteria and pathophysiology. It is evident that further refinement of the ACLF classification system is required in order to detect high-risk patients and improve short-term mortality rates. The field of metabolomics certainly warrants investigation to enhance diagnostic and prognostic parameters, while the use of granulocyte-colony stimulating factor is a promising future therapeutic intervention for patients with ACLF.</abstracttext>]",[],[],['https://dx.doi.org/10.7555/JBR.31.20160060']
2017-09-03 16:09:24,"liver,cancer",28808200,Acute-on-chronic liver failure: recent update.,Journal of biomedical research,"Alam A, Chun Suen K, Ma D.",2017,"[<abstracttext>Acute on chronic liver failure (ACLF) was first described in 1995 as a clinical syndrome distinct to classic acute decompensation. Characterized by complications of decompensation, ACLF occurs on a background of chronic liver dysfunction and is associated with high rates of organ failure and significant short-term mortality estimated between 45% and 90%. Despite the clinical relevance of the condition, it still remains largely undefined with continued disagreement regarding its precise etiological factors, clinical course, prognostic criteria and management pathways. It is concerning that, despite our relative lack of understanding of the condition, the burden of ACLF among cirrhotic patients remains significant with an estimated prevalence of 30.9%. This paper highlights our current understanding of ACLF, including its etiology, diagnostic and prognostic criteria and pathophysiology. It is evident that further refinement of the ACLF classification system is required in order to detect high-risk patients and improve short-term mortality rates. The field of metabolomics certainly warrants investigation to enhance diagnostic and prognostic parameters, while the use of granulocyte-colony stimulating factor is a promising future therapeutic intervention for patients with ACLF.</abstracttext>]",[],[],['https://dx.doi.org/10.7555/JBR.30.20160060']
2017-09-03 16:09:28,"liver,cancer",28807841,Racial Disparity in Gastrointestinal Cancer Risk.,Gastroenterology,"Ashktorab H, Kupfer SS, Brim H, Carethers JM.",2017,"[<abstracttext>Cancer from the gastrointestinal tract and its associated excretory organs will occur in over 300,000 Americans in 2017, with colorectal cancer responsible for over forty percent of that burden; there will be over 150,000 deaths from this group of cancers in the same time period. Disparities among subgroups related to these cancers' incidence and mortality exist. The epidemiology and risk factors associated with each cancer bear out differences for racial groups in the United States. Esophageal adenocarcinoma is more frequent in Non-Hispanic Whites, whereas esophageal squamous cell carcinoma with risk factors of tobacco and alcohol is more frequent among Blacks. Liver cancer has been most frequent among Asian/Pacific Islanders chiefly due to hepatitis B vertical transmission, but other racial groups show increasing rates due to hepatitis C and emergence of cirrhosis from non-alcoholic fatty liver disease. Gastric cancer incidence remains highest among Asian/Pacific Islanders likely due to gene-environment interaction. In addition to esophageal squamous cell carcinoma, cancers of the small bowel, pancreas and colorectum show the highest rates among Blacks, where the explanations for the disparity are not as obvious and are likely multifactorial, including socio-economic and health care access, treatment and prevention (vaccination and screening) differences, dietary and composition of the gut microbiome, as well as biological and genetic influences. Cognizance of these disparities in gastrointestinal cancer risk, as well as approaches that apply precision medicine methods to populations with the increased risk, may reduce the observed disparities for digestive cancers.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>African American; anal cancer; cancer disparity; cancer epidemiology; cancer risk; colorectal cancer; esophageal cancer; gastric cancer; hepatocellular carcinoma; pancreatic cancer; racial disparity; small bowel cancer</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0016-5085(17)36030-4']
2017-09-03 16:09:33,"liver,cancer",28807594,Thyroid hormone receptor-beta agonist GC-1 inhibits Met-β-catenin driven hepatocellular cancer.,The American journal of pathology,"Puliga E, Min Q, Tao J, Zhang R, Pradhan-Sundd T, Poddar M, Singh S, Columbano A, Yu J, Monga SP.",2017,"[<abstracttext>The thyromimetic agent GC-1 induces hepatocyte proliferation via Wnt/β-catenin signaling and may promoting regeneration in both acute and chronic liver insufficiencies. However, β-catenin activation particularly due to mutations in CTNNB1 is seen in a subset of hepatocellular carcinomas (HCC). Thus, it will be critical to address any effect of GC-1 on HCC growth and development, before its use can be advocated to stimulate regeneration in chronic liver diseases. In the current study, we first examine the effect of GC-1 on β-catenin-TCF4 activity in HCC cell lines harboring wild-type or mutated-CTNNB1. Next, we assess the effect of GC-1 on HCC in FVB mice generated by hydrodynamic tail vein injection of hMet-S45Y-β-catenin, using the sleeping beauty transposon-transposase. Four weeks following injection, mice were fed GC-1- (5mg/kg) or basal-diet for 10 or 21 days. GC-1 treatment showed no effect on β-catenin-TCF4 activity in HCC cells, irrespective of CTNNB1 mutations. Treatment with GC-1 for 10 or 21 days led to a significant reduction in tumor burden, associated with decreased tumor cell proliferation, and dramatic decreases in p-Met (Y1234/1235) p-ERK and p-STAT3 without affecting β-catenin and its downstream targets.</abstracttext>, <abstracttext label=""CONCLUSION"" nlmcategory=""CONCLUSIONS"">GC-1 exerts a notable antitumoral effect on hMet-S45Y-β-catenin HCC, by inactivating Met signaling. GC-1 does not promote β-catenin activation in HCC. Thus GC-1 may be safe for use in inducing regeneration during chronic hepatic insufficiency.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>HGF/Met; Wnt/β-catenin; liver tumors; neoplasia; thyromimetics; tumor cell proliferation</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0002-9440(17)30403-0']
2017-09-03 16:09:37,"liver,cancer",28807570,Albumin-bilirubin grade predicts the outcomes of liver resection versus radiofrequency ablation for very early/early stage of hepatocellular carcinoma.,The surgeon : journal of the Royal Colleges of Surgeons of Edinburgh and Ireland,"Chong CC, Chan AW, Wong J, Chu CM, Chan SL, Lee KF, Yu SC, To KF, Johnson P, Lai PB.",2017,"[<abstracttext label=""BACKGROUND AND PURPOSE"" nlmcategory=""OBJECTIVE"">Whether liver resection or ablation should be the first-line treatment for very early/early hepatocellular carcinoma (HCC) in patients who are candidates for both remains controversial. The aim of this study was to determine if the newly-developed Albumin-Bilirubin (ALBI) grade might help in treatment selections and to evaluate the survival of patients treated with liver resection and radiofrequency ablation (RFA).</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">Patients with BCLC stage 0/A HCC who were treated with curative liver resection and RFA from 2003 to 2013 were included. Baseline clinical and laboratory parameters were retrieved and reviewed from the hospital database. Liver function and its impact on survival was assessed by the ALBI score. Overall and disease-free survivals were compared between the two groups.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">488 patients underwent liver resection (n = 318) and RFA (n = 170) for BCLC stage 0/A HCC during the study period. Liver resection offered superior survival to RFA in patients with BCLC stage 0/A HCC in the whole cohort. After propensity score matching, liver resection offered superior overall survival and disease-free survival to RFA in patients with ALBI grade 1 (P = 0.0002 and P &lt; 0.0001 respectively). In contrast, there were no significant differences in overall survival and disease-free survival between liver resection and RFA in patients with ALBI grade 2 (P = 0.7119 and 0.3266, respectively).</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">Liver resection offered superior survival to RFA in patients with BCLC stage 0/A HCC. The ALBI grade could identify those patients with worse liver function who did not gain any survival advantage from curative liver resection.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Albumin-bilirubin grade (ALBI); Barcelona clinic liver cancer (BCLC); Hepatectomy; Hepatocellular carcinoma; Liver resection; Prognosis; Radiofrequency ablation; Recurrence; Surgery; Survival</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S1479-666X(17)30112-9']
2017-09-03 16:09:41,"liver,cancer",28807490,FABP1 and Hepar expression levels in Barrett's oesophagus and associated neoplasia in an Asian population.,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,"Srivastava S, Kern F, Sharma N, McKeon F, Xian W, Yeoh KG, Ho KY, Teh M.",2017,"[<abstracttext label=""INTRODUCTION"" nlmcategory=""BACKGROUND"">Barrett's oesophagus (BE) is a premalignant condition associated with oesophageal adenocarcinoma (EAC). Evidence highlights that EAC is associated with an estimated 5-year survival of approximately 10-15%. Therefore, there is a need to determine which biomarkers are of value in the diagnosis of BE and beyond. The aim of our study was to evaluate the clinical significance of markers known to be expressed across BE and associated neoplasia.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">Retrospective tissues were obtained from columnar lined oesophagus (CLE) without goblet cells (n=22), BE (n=29), dysplasia (n=14), and EAC (n=10). Standardised immunohistochemistry for FABP1, Hepar, CDH17, and CDX2 were performed followed by quantitative staining and statistical analysis.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">FABP1 expression was negligible in CLE and was highest in BE, with a further decrease in expression in dysplasia and EAC. Hepar expression was also negligible in CLE and was highest in dysplasia and BE, with a reduced expression in EAC. CDH17 and CDX2 showed a significantly higher expression in BE, dysplasia, and EAC compared to CLE.</abstracttext>, <abstracttext label=""CONCLUSION"" nlmcategory=""CONCLUSIONS"">All 4 markers were excellent diagnostic panels to clearly discriminate BE from CLE. Moreover, as FABP1 and Hepar have different expression levels in dysplasia and EAC, these markers could function as key diagnostic aids in helping to determine the state of disease progression.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Barrett’s oesophagus; FABP; Hepar; Oesophageal adenocarcinoma</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S1590-8658(17)30944-1']
2017-09-03 16:09:47,"liver,cancer",28804911,Chronic Ethanol Metabolism Inhibits Hepatic Mitochondrial Superoxide Dismutase via Lysine Acetylation.,"Alcoholism, clinical and experimental research","Assiri MA, Roy SR, Harris PS, Ali H, Liang Y, Shearn CT, Orlicky DJ, Roede JR, Hirschey MD, Backos DS, Fritz KS.",2017,"[<abstracttext label=""BACKGROUND"" nlmcategory=""BACKGROUND"">Chronic ethanol consumption is a major cause of liver disease worldwide. Oxidative stress is a known consequence of ethanol metabolism and is thought to contribute significantly to alcoholic liver disease (ALD). Therefore, elucidating pathways leading to sustained oxidative stress and downstream redox imbalances may reveal how ethanol consumption leads to ALD. Recent studies suggest that ethanol metabolism impacts mitochondrial antioxidant processes through a number of proteomic alterations, including hyperacetylation of key antioxidant proteins.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">In order to elucidate mechanisms of ethanol-induced hepatic oxidative stress, we investigate a role for protein hyperacetylation in modulating mitochondrial superoxide dismutase (SOD2) structure and function in a 6-week Lieber-DeCarli murine model of ethanol consumption. Our experimental approach includes immunoblotting, immunohistochemistry, activity assays, mass spectrometry, and in silico modeling.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">We found that ethanol metabolism significantly increased the acetylation of SOD2 at two functionally relevant lysine sites, K68 and K122, resulting in a 40% decrease in enzyme activity while overall SOD2 abundance was unchanged. In vitro studies also reveal which lysine residues are more susceptible to acetylation. Immunohistochemical analysis demonstrates that SOD2 hyperacetylation occurs near zone 3 within the liver, which is the main ethanol-metabolizing region of the liver.</abstracttext>, <abstracttext label=""CONCLUSION"" nlmcategory=""CONCLUSIONS"">Overall, the findings presented in this study support a role for ethanol-induced lysine acetylation as an adverse post-translational modification within the mitochondria that directly impacts SOD2 charge-state and activity. Lastly, the data presented here indicate that protein hyperacetylation may be a major factor contributing to an imbalance in hepatic redox homeostasis due to chronic ethanol metabolism. This article is protected by copyright. All rights reserved.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Alcoholic Liver Disease; Lysine Acetylation; Oxidative Stress; Sirtuin; Superoxide Dismutase</p></div>]",[],['http://dx.doi.org/10.1111/acer.13473']
2017-09-03 16:09:51,"liver,cancer",28807448,Assessing Hepatic Fibrosis Using 2-D Shear Wave Elastography in Patients with Liver Tumors: A Prospective Single-Center Study.,Ultrasound in medicine &amp; biology,"Huang Z, Zheng W, Zhang YJ, Xu L, Chen JB, Chen JC, Chen MS, Zhou Z.",2017,[],"[<div class=""keywords""><h4>KEYWORDS: </h4><p>Hepatic fibrosis; Hepatocellular carcinoma; Liver metastases; Liver tumor; Shear wave elastography</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0301-5629(17)30322-8']
2017-09-03 16:09:55,"liver,cancer",28807437,Aminosquaraines as potential photodynamic agents: Synthesis and evaluation of in vitro cytotoxicity.,Bioorganic &amp; medicinal chemistry letters,"Magalhães ÁF, Graça VC, Calhelha RC, Ferreira ICFR, Santos PF.",2017,"[<abstracttext>The synthesis of several aminosquaraine cationic dyes displaying strong absorption within the so-called phototherapeutic window (650-850nm) is described. Their cytotoxicity, under dark and illuminated conditions, was tested against several human tumor cell lines (breast, lung, cervical and hepatocellular carcinomas) and non-tumor porcine liver primary cells. All compounds showed to inhibit the growth of the tumor cells upon irradiation more than in the absence of light, in more or less extension, clearly exhibiting photodynamic activity. The photosensitizing ability against some cell lines, together with the low toxicity for the non-tumor primary PLP2 cells displayed by some of the compounds synthetized, turns them into potential candidates as photosensitizers for PDT.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Cancer; Photodynamic therapy; Photosensitizer; Squaraine dyes</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0960-894X(17)30791-6']
2017-09-03 16:10:00,"liver,cancer",28807250,A systematic review on radiofrequency assisted laparoscopic liver resection: Challenges and window to excel.,Surgical oncology,"Reccia I, Kumar J, Kusano T, Zanellato A, Draz A, Spalding D, Habib N, Pai M.",2017,"[<abstracttext>Laparoscopic liver resection has progressively gained acceptance as a safe and effective procedure in the treatment of benign and malignant liver neoplasms. However, blood loss remains the major challenge in liver surgery. Several techniques and devices have been introduced in liver surgery in order to minimize intraoperative haemorrhage during parenchymal transection. Radiofrequency (RF)-assisted liver resection has been shown to be an effective method to minimize bleeding in open and laparoscopic liver resection. A number of RF devices for parenchymal transection have been designed to assist laparoscopic liver resections. Here we have reviewed the results of various RF devices in laparoscopic liver resection. A total 15 article were considered relevant for the evaluation of technical aspects and outcomes of RF-assisted liver resections in laparoscopic procedures. In these studies, 176 patients had laparoscopic liver resection using RF-assisted parenchymal coagulation. Two monopolar and three bipolar devices were employed. Blood loss was limited in most of the studies. The need of blood transfusions was limited to two cases in all the series. Conversion was necessary due to bleeding in 3 cases. Operative and transection times varied between studies. However, RF-assisted resection with bipolar devices appeared to have taken less time in comparison to other RF devices. RF-related complications were minimum, and only one case of in-hospital death due to hepatic failure was reported. Although RF has been used in a small minority of laparoscopic liver resections, laparoscopic RF-assisted liver resection for benign and malignant disease is a safe and feasible procedure associated with reduction in blood loss, low morbidity, and lower hospital mortality rates.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Laparoscopic; Liver resection; Radiofrequency-assisted</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0960-7404(17)30120-2']
2017-09-03 16:10:04,"liver,cancer",28807246,Hepatic intra-arterial injection of irinotecan drug eluting beads (DEBIRI) for patients with unresectable colorectal liver metastases: A&nbsp;systematic review.,Surgical oncology,"Akinwande O, Dendy M, Ludwig JM, Kim HS.",2017,"[<abstracttext label=""PURPOSE"" nlmcategory=""OBJECTIVE"">To systematically review the safety and efficacy of transarterial drug-eluting beads, irinotecan (DEBIRI) for the treatment of pretreated patients with unresectable colorectal liver metastases (CRLM).</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">A systematic search of the current literature was conducted to extract publications reporting on the use of DEBIRI for CRLM. Data on the safety and efficacy was extracted and tabulated. Weighted average values (WAV) were calculated for each variable to provide a single value representing the pooled safety and efficacy data.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">13 studies (15 treatment arms) were evaluated, comprising a total of 850 patients. There were 6 prospective phase I/II trials, 5 retrospective trials and 2 randomized control trials. All papers involved patients previously treated with systemic chemotherapy. The weighted average all-grade toxicity rate was 35.2% (range; 6-100%). The high-grade WAV toxicity rate was 10.1% (range; 0-32%). Weighted average response rates were 56.2% and 51.1% according to RECIST (Response Evaluation Criteria in Solid Tumors) and modified RECIST/EASL (European Association for the Study of the Liver) response criteria respectively. The weighted average progression-free survival and overall survival were 8.1 months and 16.8 months, respectively.</abstracttext>, <abstracttext label=""CONCLUSION"" nlmcategory=""CONCLUSIONS"">Transarterial DEBIRI is safe and effective in the treatment of unresectable CRLM to the liver. Further studies are warranted to better define its role in the treatment algorithm of this patient subset.</abstracttext>]",[],[],['https://linkinghub.elsevier.com/retrieve/pii/S0960-7404(17)30054-3']
2017-09-03 16:10:10,"liver,cancer",28807241,The impact of radiofrequency-assisted transection on local hepatic recurrence after resection of colorectal liver metastases.,Surgical oncology,"Quesada R, Moreno A, Poves I, Berjano E, Grande L, Burdío F.",2017,"[<abstracttext>Resection is the gold standard in the treatment of liver metastases from colorectal cancer. An internal cooled radiofrequency electrode was described to achieve tissue coagulation to a greater margin width. The aim of this study is to determinate if a RF-assisted transection device (RFAT) has any effect on local hepatic recurrence (LHER) compared to conventional technologies. A study population of 103 patients who had undergone a hepatic surgical resection was retrospectively analysed. Patients were classified into two groups according to the device used: a RF-assisted device (RFAT group; n = 45) and standard conventional devices (control group; n = 58). LHER was defined as any growing or enhancing tumour in the margin of hepatic resection during follow-up. Cox proportional models were constructed and variables were eliminated only if p &gt; 0.20 to protect against residual confounding. To assess the stability of Cox's regression model and its internal validity, a bootstrap investigation was also performed. Baseline and operative characteristics were similar in both groups. With a mean follow-up of 28.5 months (range 2-106), in patients with positive margins, we demonstrated 0% of LHER in RFAT vs. 27% in control group (p = 0.032). In the multivariate analysis five factors demonstrated significant influence on the final model of LHER: RFAT group, size of the largest metastases, number of resected metastases, positive margin and usage of Pringle-manoeuvre. This study suggests that parenchymal transection using a RFAT able to create deep thermal lesions may reduce LHER especially in case of margin invasion during transection.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Colorectal cancer; Liver resection; Local hepatic recurrence; Radiofrequency</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0960-7404(17)30009-9']
2017-09-03 16:10:14,"liver,cancer",28807240,Role of exosomes in treatment of hepatocellular carcinoma.,Surgical oncology,"Moris D, Beal EW, Chakedis J, Burkhart RA, Schmidt C, Dillhoff M, Zhang X, Theocharis S, Pawlik TM.",2017,"[<abstracttext>Exosomes are nanovesicles that may play a role in intercellular communication by acting as carriers of functional contents such as proteins, lipids, RNA molecules and circulating DNA from donor to recipient cells. In addition, exosomes may play a potential role in immunosurveillance and tumor pathogenesis and progression. Recently, research has increasingly focused on the role of exosomes in hepatocellular carcinoma (HCC), the most common primary liver malignancy. We herein review data on emerging experimental and clinical studies focused on the role of exosomes in the pathogenesis, diagnosis, progression and chemotherapy response of patients with HCC. Beyond their diagnostic value in HCC, exosomes are involved in different mechanisms of HCC tumor pathogenesis and progression including angiogenesis and immune escape. Moreover, exosomes have been demonstrated to change the tumor microenvironment to a less tolerogenic state, favoring immune response and tumor suppression. These results underline a practical and potentially feasible role of exosomes in the treatment of patients with HCC, both as a target and a vehicle for drug design. Future studies will need to further elucidate the exact role and reliability of exosomes as screening, diagnostic and treatment targets in patients with HCC.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Biomarkers; Cirrhosis; Exosomes; Hepatitis; Hepatocellular carcinoma; Liver; Therapy; miRNA</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0960-7404(17)30106-8']
